id,release_date,movie,production_budget,domestic_gross,worldwide_gross
84,07/01/2011,the perfect host,1000000,48764,51587
85,09/25/1998,the last big thing,1000000,22434,22434
86,08/07/1998,safe men,1000000,21210,21210
87,08/31/2001,speedway junky,1000000,17127,17127
88,02/13/2015,hits,1000000,15156,15156
89,09/22/2000,the specials,1000000,12996,12996
90,09/03/2010,16 to life,1000000,11574,11574
91,01/17/2007,alone with her,1000000,10787,844377
92,10/17/2014,camp x-ray,1000000,9837,101053
93,11/21/2008,special,1000000,7202,26822
94,04/10/2015,the sisterhood of night,1000000,6870,6870
95,03/19/1999,sparkler,1000000,5494,5494
96,03/18/2005,the helixâ¦loaded,1000000,3700,3700
97,05/15/2015,childless,1000000,1036,1036
98,04/21/2006,in her line of fire,1000000,884,884
99,12/13/2002,the jimmy show,1000000,703,703
100,12/31/2013,heli,1000000,0,552614
1,12/31/2015,karachi se lahore,1000000,0,17721
2,12/31/2006,loving annabelle,1000000,0,5382
3,12/11/2015,american hero,1000000,0,26
4,12/01/2009,frat party,1000000,0,0
5,09/15/2006,jimmy and judy,1000000,0,0
6,10/24/2003,the party's over,1000000,0,0
7,07/17/2009,the poker house,1000000,0,0
8,09/23/2005,proud,1000000,0,0
9,12/31/2008,steppin: the movie,1000000,0,0
10,01/29/2010,zombies of mass destruction,1000000,0,0
11,03/20/2012,snow white: a deadly summer,1000000,0,0
12,10/09/2012,truth or die,1000000,0,0
13,05/14/2013,black rock,1000000,0,0
14,01/07/2014,hidden away,1000000,0,0
15,10/04/2013,my last day without you,1000000,0,0
16,10/08/2013,zombie hunter,1000000,0,0
17,12/31/2014,doc holliday's revenge,1000000,0,0
18,06/24/2014,a fine step,1000000,0,0
19,02/10/2015,fear clinic,1000000,0,0
20,03/10/2015,the pet,1000000,0,0
21,12/31/2014,bang bang baby,1000000,0,0
22,04/08/2016,hush,1000000,0,0
23,03/01/2016,1982,1000000,0,0
24,10/27/2015,the horror network,1000000,0,0
25,12/31/2016,chemical cut,1000000,0,0
26,12/22/2015,por amor en el caserio,1000000,0,0
27,06/01/2007,and then came love,989000,8158,8158
28,04/14/2006,hard candy,950000,1024640,8267066
29,09/27/2002,charly,950000,814666,814666
30,01/10/2014,banshee chapter,950000,0,78122
31,12/31/2012,trance,950000,0,0
32,08/12/2014,jesse,950000,0,0
33,03/03/2015,ask me anything,950000,0,0
34,04/13/2012,l!fe happens,930000,30905,30905
35,05/12/2017,lowriders,916000,6179955,6188421
36,11/21/2014,food chains,913000,0,176
37,07/28/1954,on the waterfront,910000,9600000,9600000
38,07/12/2013,fruitvale station,900000,16098998,17549645
39,04/01/2016,meet the blacks,900000,9097072,9097072
40,01/25/2008,"4 luni, 3 saptamani si 2 zile",900000,1196321,11993156
41,08/26/2011,circumstance,900000,454121,958978
42,08/25/2006,the quiet,900000,381420,381420
43,04/27/2012,the giant mechanical man,900000,7396,7396
44,04/05/2013,the brass teapot,900000,6997,413733
45,12/31/2014,40 weeks,900000,0,0
46,05/05/2015,le bonheur d'elza,900000,0,0
47,08/13/1942,bambi,858000,102797000,268000000
48,08/31/2012,"for a good time, call",850000,1251749,1386088
49,01/30/2004,latter days,850000,833118,865708
50,03/21/2008,the hammer,850000,442638,442638
51,08/28/2015,windsor drive,850000,3256,3256
52,12/31/2012,snitch,850000,0,0
53,12/31/2008,harrison montgomery,850000,0,0
54,08/03/2012,celeste and jesse forever,840000,3103407,3787689
55,10/25/2002,time changer,825000,1500711,1500711
56,08/11/2009,london to brighton,825000,0,610776
57,12/31/2009,crying with laughter,820000,0,16909
58,01/01/1971,billy jack,800000,98000000,98000000
59,12/30/2011,jodaeiye nader az simin,800000,7098492,24426169
60,05/10/1996,welcome to the dollhouse,800000,4198137,5034794
61,03/28/2003,raising victor vargas,800000,2073984,2900578
62,10/01/1993,ruby in paradise,800000,1001437,1001437
63,08/09/2002,pandora's box,800000,881950,881950
64,07/18/2007,cama adentro,800000,200433,200433
65,03/10/2000,deterrence,800000,144583,371647
66,05/07/2004,the mudge boy,800000,62544,62544
67,04/11/2003,the young unknowns,800000,58163,58163
68,06/19/2009,dã¸d snã¸,800000,46742,2194020
69,09/19/2014,not cool,800000,35688,35688
70,02/03/2012,kill list,800000,29063,462206
71,01/09/2015,vessel,800000,0,0
72,08/06/2004,saints and soldiers,780000,1310470,1310470
73,08/11/1973,american graffiti,777000,115000000,140000000
74,09/08/2006,iraq for sale: the war profiteers,775000,0,0
75,09/09/2011,kevin hart: laugh at my pain,750000,7706436,7712436
76,04/13/2007,aqua teen hunger force colon movie film for theaters,750000,5520368,5520368
77,06/08/2012,safety not guaranteed,750000,4010957,4422318
78,02/03/2012,the innkeepers,750000,78396,1011535
79,08/29/2014,il conformista,750000,59656,89609
80,11/15/2002,interview with the assassin,750000,47329,47329
81,07/01/2005,undead,750000,41196,229250
82,01/23/2009,donkey punch,750000,19367,814801
83,10/11/2013,all the boys love mandy lane,750000,0,1960521
84,12/31/2014,destiny,750000,0,450
85,04/07/2009,bled,750000,0,0
86,01/05/2016,adulterers,750000,0,0
87,06/25/1968,la mariã©e ã©tait en noir,747000,44566,44566
88,07/24/1952,high noon,730000,8000000,8000000
89,10/14/1994,hoop dreams,700000,7768371,11768371
90,06/24/2005,rize,700000,3278611,4857731
91,08/11/2006,half nelson,700000,2697938,4911725
92,09/07/2001,l.i.e.,700000,1140965,1140965
93,08/04/2017,columbus,700000,1017107,1110511
94,10/08/1999,naturally native,700000,10508,10508
95,01/26/2010,b-girl,700000,0,1160
96,03/13/2015,walter,700000,0,0
97,04/07/1933,king kong,672000,10000000,10000650
98,04/10/1953,house of wax,658000,23800000,23800000
99,06/19/1998,hav plenty,650000,2301777,2301777
100,10/11/2013,escape from tomorrow,650000,171962,171962
1,12/14/2018,that way madness lies,650000,1447,1447
2,12/31/2012,after,650000,0,0
3,12/31/2014,the hadza: last of the first,650000,0,0
4,12/31/2009,starsuckers,640000,0,14812
5,12/31/2013,treachery,625000,0,0
6,09/06/1935,top hat,609000,1782000,3202000
7,07/14/1999,the blair witch project,600000,140539099,248300000
8,03/26/1970,woodstock,600000,34505110,34505110
9,08/10/1977,the kentucky fried movie,600000,15000000,20000000
10,05/10/1967,per qualche dollaro in piã¹,600000,4300000,4300000
11,10/31/2000,mercy streets,600000,173599,173599
12,05/02/2014,water & power,600000,42557,42557
13,10/19/2007,arnolds park,600000,23616,23616
14,07/02/1999,broken vessels,600000,15030,85343
15,05/22/2015,drunk wedding,600000,3301,3301
16,03/04/2016,they will have to kill us first,600000,0,7943
17,08/23/2002,crop circles: quest for truth,600000,0,0
18,08/08/2014,the maid's room,600000,0,0
19,12/31/2014,light from the darkroom,600000,0,0
20,02/24/2015,irreplaceable,600000,0,0
21,08/11/1964,a hard day's night,560000,1537860,1626784
22,07/29/2011,the harvest/la cosecha,560000,3709,3709
23,12/31/2015,julija in alfa romeo,560000,0,8462
24,12/26/1931,mata hari,558000,900000,900000
25,05/09/1980,friday the 13th,550000,39754601,59754601
26,04/27/1984,love letters,550000,5269990,5269990
27,09/12/2014,faith connections,550000,9111,9111
28,03/06/2012,high road,546173,0,0
29,09/26/2008,fireproof,500000,33456317,33473297
30,11/15/1974,benji,500000,31559560,31559560
31,08/06/2004,open water,500000,30500882,55518641
32,01/01/1977,kingdom of the spiders,500000,17000000,17000000
33,05/13/2005,mad hot ballroom,500000,8117961,9387581
34,10/03/2003,the station agent,500000,5801558,9470209
35,01/22/2010,to save a life,500000,3777210,3824868
36,06/16/2006,wordplay,500000,3121270,3177636
37,10/22/1999,beyond the mat,500000,2047570,2047570
38,02/01/2002,the singles ward,500000,1250798,1250798
39,07/08/2011,sholem aleichem: laughing in the darkness,500000,1131261,1131261
40,01/30/2004,osama,500000,1127331,1971479
41,06/09/2000,groove,500000,1115313,1167524
42,01/31/2003,the r.m.,500000,1111615,1111615
43,07/30/1999,twin falls idaho,500000,985341,1027228
44,08/20/2004,mean creek,500000,603951,1348750
45,08/23/2013,drinking buddies,500000,343706,407100
46,02/13/1998,hurricane streets,500000,334041,367582
47,07/12/2002,never again,500000,307631,308793
48,11/19/1956,shichinin no samurai,500000,271736,271736
49,08/29/2003,civil brand,500000,254293,254293
50,10/29/2010,monsters,500000,237301,5639730
51,03/24/2006,lonesome jim,500000,154187,602789
52,04/17/2013,deceptive practice: the mysteries and mentors of ricky jay,500000,152449,152449
53,09/28/2012,the other dream team,500000,134109,314444
54,12/11/2015,o menino e o mundo,500000,129479,280967
55,04/01/2011,rubber,500000,100370,680914
56,01/01/1991,johnny suede,500000,55000,55000
57,10/05/2007,finishing the game,500000,52850,53201
58,04/18/2008,kiss the bride,500000,32033,32033
59,07/11/2003,the journey,500000,19800,19800
60,04/23/2009,home,500000,15433,44793168
61,01/10/2003,the slaughter rule,500000,13134,13134
62,05/14/2010,the living wake,500000,12232,12232
63,02/27/2009,scott walker: 30 century man,500000,6840,77121
64,10/21/2005,the californians,500000,4134,4134
65,09/10/2014,born to fly: elizabeth streb vs. gravity,500000,1822,1822
66,06/28/2013,detention of the dead,500000,1778,1778
67,05/11/2018,higher power,500000,528,528
68,12/31/2006,feng kuang de shi tou,500000,0,3000000
69,01/08/2013,now is good,500000,0,2141436
70,12/31/2006,griffin & phoenix,500000,0,1355967
71,11/02/2001,everything put together,500000,0,7890
72,12/31/2010,drones,500000,0,0
73,04/03/2012,enter nowhere,500000,0,0
74,07/17/2012,girls gone dead,500000,0,0
75,12/31/2005,insomnia manica,500000,0,0
76,12/31/2014,america is still the place,500000,0,0
77,07/24/2015,the outrageous sophie tucker,500000,0,0
78,03/10/2015,subconscious,500000,0,0
79,04/14/2015,roadside,500000,0,0
80,12/31/2014,diamond ruff,500000,0,0
81,02/10/2015,love in the time of monsters,500000,0,0
82,12/31/2012,el rey de najayo,500000,0,0
83,12/31/2015,fight to the finish,500000,0,0
84,12/31/2013,bucky and the squirrels,500000,0,0
85,12/31/1990,going under,500000,0,0
86,06/23/2015,crossroads,500000,0,0
87,08/11/2015,alleluia! the devil's carnival,500000,0,0
88,12/01/2015,brooklyn bizarre,500000,0,0
89,12/31/2014,the sound and the shadow,500000,0,0
90,12/31/2015,rodeo girl,500000,0,0
91,11/10/2015,the little ponderosa zoo,500000,0,0
92,12/31/1984,the toxic avenger,475000,0,0
93,09/25/2009,paranormal activity,450000,107918810,194183034
94,01/01/1991,straight out of brooklyn,450000,2712293,2712293
95,03/31/2006,brick,450000,2075743,4243996
96,08/22/1997,sunday,450000,410919,450349
97,08/11/2006,conversations with other women,450000,379418,1297745
98,11/20/2015,siakh lokhamim: ha'slilim ha'gnouzim,450000,41260,42503
99,05/09/2008,poultrygeist: night of the chicken dead,450000,13804,22623
100,07/11/2014,as it is in heaven,450000,13486,13486
1,07/01/2014,mutual friends,450000,0,0
2,12/31/2014,rise of the entrepreneur - the search for a better way,450000,0,0
3,03/09/1933,42nd street,439000,1438000,2281000
4,08/03/1990,metropolitan,430000,2938000,2938000
5,04/28/2006,moartea domnului lazarescu,425000,80301,581304
6,01/21/2005,gory gory hallelujah,425000,12604,12604
7,04/25/2014,blue ruin,420000,258384,437002
8,06/11/2004,napoleon dynamite,400000,44540956,46122713
9,05/10/1975,monty python and the holy grail,400000,3427696,5028948
10,08/02/2006,quinceanera,400000,1692693,2797199
11,04/26/2002,dogtown and z-boys,400000,1293295,1600566
12,10/24/2008,heroes,400000,655538,655538
13,10/06/2004,tarnation,400000,592014,1162014
14,10/15/2010,i want your money,400000,433588,433588
15,01/01/1983,e tu vivrai nel terrore - l'aldilã,400000,126387,126387
16,05/16/1980,home movies,400000,89134,89134
17,07/27/2001,jackpot,400000,44452,44452
18,12/10/2004,fabled,400000,31425,31425
19,10/13/2005,the dark hours,400000,423,423
20,03/31/2015,viskningar och rop,400000,0,9071
21,04/01/1986,my beautiful laundrette,400000,0,0
22,11/04/2005,show me,400000,0,0
23,12/31/2014,pancakes,400000,0,0
24,09/05/1916,intolerance,385907,0,0
25,02/01/1929,the broadway melody,379000,2800000,4358000
26,04/15/1983,the evil dead,375000,2400000,29400000
27,05/21/1999,trekkies,375000,617172,617172
28,01/01/1980,maniac,350000,10000000,10000000
29,01/01/1987,american ninja 2: the confrontation,350000,4000000,4000000
30,07/08/2005,murderball,350000,1531154,1772979
31,09/01/2010,my dog tulip,350000,246574,310891
32,10/18/2006,51 birch street,350000,84689,84689
33,11/15/2002,revolution#9,350000,9118,9118
34,04/10/2009,royal kill,350000,0,0
35,10/20/2015,rotor dr1,350000,0,0
36,04/13/1957,12 angry men,340000,0,0
37,10/17/1978,halloween,325000,47000000,70000000
38,02/22/1934,it happened one night,325000,2500000,2500000
39,06/25/2010,kynodontas,323000,110248,1373407
40,11/24/1999,tumbleweeds,312000,1350248,1788168
41,11/14/2003,tupac resurrection,300000,7718961,7808524
42,03/10/2000,god's army,300000,2637726,2652515
43,10/17/2003,pieces of april,300000,2528664,3571253
44,09/20/1996,when the cat's away,300000,1652472,2525984
45,12/10/2008,wendy and lucy,300000,865695,1416046
46,09/11/1998,let's talk about sex,300000,373615,373615
47,08/25/2006,old joy,300000,255923,399908
48,07/15/2005,first morning,300000,87264,87264
49,06/15/2007,pierrot le fou,300000,70807,71380
50,03/05/1997,the watermelon woman,300000,42735,42735
51,03/11/2011,3 backyards,300000,39475,39475
52,04/12/2006,sisters in law,300000,33312,33312
53,11/09/2012,nothing but a man,300000,17241,17241
54,07/19/2002,ayurveda: art of being,300000,16892,2066892
55,08/07/1998,"first love, last rites",300000,10876,10876
56,05/06/2005,fighting tommy riley,300000,10514,10514
57,03/28/2014,locker 13,300000,3496,3496
58,10/23/2015,the looking glass,300000,1711,1711
59,10/31/2014,all you need is love,300000,0,3565259
60,04/01/1975,death race 2000,300000,0,0
61,07/03/2012,some guy who kills people,300000,0,0
62,08/07/2013,midnight cabaret,300000,0,0
63,03/10/2015,teeth and blood,300000,0,0
64,12/31/2015,walking to paris,300000,0,0
65,12/31/2010,anderson's cross,300000,0,0
66,12/08/2015,amidst the devil's wings,300000,0,0
67,12/31/2010,death calls,290000,0,0
68,08/17/2012,compliance,270000,319285,830700
69,05/01/1981,graduation day,250000,23894000,23894000
70,04/04/1997,chasing amy,250000,12006514,15155095
71,06/28/2002,lovely and amazing,250000,4210379,4613482
72,04/28/2017,sleight,250000,3930990,3934450
73,04/11/2003,better luck tomorrow,250000,3802390,3809226
74,10/28/2011,like crazy,250000,3395391,3728400
75,06/16/1995,the incredibly true adventure of two girls in love,250000,2210408,2477155
76,07/14/2000,chuck&buck,250000,1055671,1157672
77,03/16/2001,american desi,250000,902835,1366235
78,09/11/1998,cube,250000,489220,8969065
79,03/28/1997,love and other catastrophes,250000,212285,743216
80,08/28/1998,i married a strange person,250000,203134,203134
81,07/22/2005,november,250000,191862,191862
82,09/17/1999,sugar town,250000,178095,178095
83,03/28/2008,happy valley,250000,67665,67665
84,08/02/2013,the canyons,250000,59671,62375
85,06/28/2006,the motel,250000,51540,51540
86,07/15/2005,on the outs,250000,49772,237816
87,12/14/2007,shotgun stories,250000,46026,284174
88,08/15/2014,nightlights,250000,21147,21147
89,06/06/2014,test,250000,18823,18823
90,01/08/1999,the sticky fingers of time,250000,18195,20628
91,03/24/2015,along the roadside,250000,0,3234
92,10/21/2008,sunday school musical,250000,0,0
93,10/05/2010,rust,250000,0,0
94,12/31/2010,the christmas bunny,250000,0,0
95,11/10/2009,ink,250000,0,0
96,12/18/2012,the frozen,250000,0,0
97,04/11/2014,jesus people,250000,0,0
98,12/31/2010,butterfly,250000,0,0
99,02/03/2015,undivided,250000,0,0
100,12/31/2014,horse camp,250000,0,0
1,02/24/2015,give me shelter,250000,0,0
2,12/31/2011,rock the house,250000,0,0
3,12/31/2015,shooting the warwicks,250000,0,0
4,08/18/2015,the love letter,250000,0,0
5,10/09/2015,western religion,250000,0,0
6,01/01/2015,4/11,250000,0,0
7,11/19/1925,the big parade,245000,11000000,22000000
8,10/31/2008,little big top,240000,7484,7484
9,10/09/2009,bronson,230000,104979,2703762
10,07/20/2012,burn,225000,1109276,1109276
11,09/15/2000,urbania,225000,1032075,1032075
12,06/13/1953,"the beast from 20,000 fathoms",210000,5000000,5000000
13,07/25/1969,the stewardesses,200000,13500000,25000000
14,03/21/1980,mad max,200000,8750000,99750000
15,12/24/1916,"20,000 leagues under the sea",200000,8000000,8000000
16,10/18/1996,swingers,200000,4505922,6618578
17,01/18/1967,per un pugno di dollari,200000,3500000,3516248
18,02/25/2011,the grace card,200000,2430735,2430735
19,02/09/1933,she done him wrong,200000,2000000,2000000
20,02/11/2000,trois,200000,1161843,1161843
21,06/19/2015,the overnight,200000,1109808,1165996
22,10/22/2004,short cut to nirvana: kumbh mela,200000,381225,439651
23,10/12/2012,middle of nowhere,200000,236806,236806
24,10/10/2008,call+response,200000,212989,212989
25,05/10/2002,the business of fancy dancing,200000,174682,174682
26,05/10/2002,hybrid,200000,162605,162605
27,06/13/2008,baghead,200000,140016,140016
28,09/10/2004,malevolence,200000,126021,346106
29,09/09/2005,side effects,200000,44701,44701
30,10/10/2008,good dick,200000,28835,52443
31,07/21/2006,the case of the grinning cat,200000,7033,7033
32,01/07/2005,solitude,200000,6260,6260
33,03/14/2014,the word,200000,3648,3648
34,06/15/2007,the trials of darryl hunt,200000,1217,1217
35,10/19/2007,the man from earth,200000,0,0
36,12/31/2004,samantha: an american girl holiday,200000,0,0
37,01/17/2008,yesterday was a lie,200000,0,0
38,09/12/2014,archaeology of a woman,200000,0,0
39,08/26/2014,sanctuary; quite a conundrum,200000,0,0
40,09/29/2015,theresa is a mother,200000,0,0
41,11/10/2015,perfect cowboy,200000,0,0
42,12/31/2014,h.,200000,0,0
43,09/23/2011,weekend,190000,484592,1577585
44,01/22/1999,bacheha-ye aseman,180000,933933,1628579
45,02/27/2015,butterfly girl,180000,17503,17503
46,06/16/2017,arrowhead,180000,0,0
47,08/08/1986,she's gotta have it,175000,7137502,7137502
48,07/22/2011,another earth,175000,1321194,2102779
49,08/23/2013,sparrows dance,175000,2602,2602
